Dex No,Name,Base Name,Type 1,Type 2,BST,HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,Poke-Images
749,Mudbray,Mudbray,GROUND,-,385,70,100,70,45,55,45,https://github.com/Ajeet58698/Pokemon-images/blob/main/Mr. Rime.png?raw=true
258,Mudkip,Mudkip,WATER,-,310,50,70,50,50,50,40,https://github.com/Ajeet58698/Pokemon-images/blob/main/Mudbray.png?raw=true
750,Mudsdale,Mudsdale,GROUND,-,500,100,125,100,55,85,35,https://github.com/Ajeet58698/Pokemon-images/blob/main/Mudkip.png?raw=true
89,Muk,Muk,POISON,-,500,105,105,75,65,100,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Mudsdale.png?raw=true
446,Munchlax,Munchlax,NORMAL,-,390,135,85,40,40,85,5,https://github.com/Ajeet58698/Pokemon-images/blob/main/Muk.png?raw=true
517,Munna,Munna,PSYCHIC,-,292,76,25,45,67,55,24,https://github.com/Ajeet58698/Pokemon-images/blob/main/Munchlax.png?raw=true
198,Murkrow,Murkrow,DARK,FLYING,405,60,85,42,85,42,91,https://github.com/Ajeet58698/Pokemon-images/blob/main/Munna.png?raw=true
518,Musharna,Musharna,PSYCHIC,-,487,116,55,85,107,95,29,https://github.com/Ajeet58698/Pokemon-images/blob/main/Murkrow.png?raw=true
932,Nacli,Nacli,ROCK,-,280,55,55,75,35,35,25,https://github.com/Ajeet58698/Pokemon-images/blob/main/Musharna.png?raw=true
933,Naclstack,Naclstack,ROCK,-,355,60,60,100,35,65,35,https://github.com/Ajeet58698/Pokemon-images/blob/main/Nacli.png?raw=true
804,Naganadel,Naganadel,POISON,DRAGON,540,73,73,73,127,73,121,https://github.com/Ajeet58698/Pokemon-images/blob/main/Naclstack.png?raw=true
177,Natu,Natu,PSYCHIC,FLYING,320,40,50,45,70,45,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Naganadel.png?raw=true
800,Necrozma,Necrozma,PSYCHIC,-,600,97,107,101,127,89,79,https://github.com/Ajeet58698/Pokemon-images/blob/main/Natu.png?raw=true
827,Nickit,Nickit,DARK,-,245,40,28,28,47,52,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Necrozma.png?raw=true
34,Nidoking,Nidoking,POISON,GROUND,505,81,102,77,85,75,85,https://github.com/Ajeet58698/Pokemon-images/blob/main/Nickit.png?raw=true
31,Nidoqueen,Nidoqueen,POISON,GROUND,505,90,92,87,75,85,76,https://github.com/Ajeet58698/Pokemon-images/blob/main/Nidoking.png?raw=true
32,Nidoran♂,Nidoran♂,POISON,-,273,46,57,40,40,40,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Nidoqueen.png?raw=true
29,Nidoran♀,Nidoran♀,POISON,-,275,55,47,52,40,40,41,https://github.com/Ajeet58698/Pokemon-images/blob/main/Nidoran♂.png?raw=true
30,Nidorina,Nidorina,POISON,-,365,70,62,67,55,55,56,https://github.com/Ajeet58698/Pokemon-images/blob/main/Nidoran♀.png?raw=true
33,Nidorino,Nidorino,POISON,-,365,61,72,57,55,55,65,https://github.com/Ajeet58698/Pokemon-images/blob/main/Nidorina.png?raw=true
793,Nihilego,Nihilego,ROCK,POISON,570,109,53,47,127,131,103,https://github.com/Ajeet58698/Pokemon-images/blob/main/Nidorino.png?raw=true
290,Nincada,Nincada,BUG,GROUND,266,31,45,90,30,30,40,https://github.com/Ajeet58698/Pokemon-images/blob/main/Nihilego.png?raw=true
38,Ninetales,Ninetales,FIRE,-,505,73,76,75,81,100,100,https://github.com/Ajeet58698/Pokemon-images/blob/main/Nincada.png?raw=true
291,Ninjask,Ninjask,BUG,FLYING,456,61,90,45,50,50,160,https://github.com/Ajeet58698/Pokemon-images/blob/main/Ninetales.png?raw=true
164,Noctowl,Noctowl,NORMAL,FLYING,452,100,50,50,86,96,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Ninjask.png?raw=true
714,Noibat,Noibat,FLYING,DRAGON,245,40,30,35,45,40,55,https://github.com/Ajeet58698/Pokemon-images/blob/main/Noctowl.png?raw=true
875,Noice Face,Eiscue,ICE,-,470,75,80,70,65,50,130,https://github.com/Ajeet58698/Pokemon-images/blob/main/Noibat.png?raw=true
715,Noivern,Noivern,FLYING,DRAGON,535,85,70,80,97,80,123,https://github.com/Ajeet58698/Pokemon-images/blob/main/Eiscue.png?raw=true
386,Normal Forme,Deoxys,PSYCHIC,-,600,50,150,50,150,50,150,https://github.com/Ajeet58698/Pokemon-images/blob/main/Noivern.png?raw=true
299,Nosepass,Nosepass,ROCK,-,375,30,45,135,45,90,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Deoxys.png?raw=true
322,Numel,Numel,FIRE,GROUND,305,60,60,40,65,45,35,https://github.com/Ajeet58698/Pokemon-images/blob/main/Nosepass.png?raw=true
274,Nuzleaf,Nuzleaf,GRASS,DARK,340,70,70,40,60,40,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Numel.png?raw=true
919,Nymble,Nymble,BUG,-,210,33,46,40,21,25,45,https://github.com/Ajeet58698/Pokemon-images/blob/main/Nuzleaf.png?raw=true
862,Obstagoon,Obstagoon,DARK,NORMAL,520,93,90,101,60,81,95,https://github.com/Ajeet58698/Pokemon-images/blob/main/Nymble.png?raw=true
224,Octillery,Octillery,WATER,-,480,75,105,75,105,75,45,https://github.com/Ajeet58698/Pokemon-images/blob/main/Obstagoon.png?raw=true
43,Oddish,Oddish,GRASS,POISON,320,45,50,55,75,65,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Octillery.png?raw=true
138,Omanyte,Omanyte,ROCK,WATER,355,35,40,100,90,55,35,https://github.com/Ajeet58698/Pokemon-images/blob/main/Oddish.png?raw=true
139,Omastar,Omastar,ROCK,WATER,495,70,60,125,115,70,55,https://github.com/Ajeet58698/Pokemon-images/blob/main/Omanyte.png?raw=true
95,Onix,Onix,ROCK,GROUND,385,35,45,160,30,45,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Omastar.png?raw=true
765,Oranguru,Oranguru,NORMAL,PSYCHIC,490,90,60,80,90,110,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Onix.png?raw=true
826,Orbeetle,Orbeetle,BUG,PSYCHIC,505,60,45,110,80,120,90,https://github.com/Ajeet58698/Pokemon-images/blob/main/Oranguru.png?raw=true
647,Ordinary Form,Keldeo,WATER,FIGHTING,580,91,72,90,129,90,108,https://github.com/Ajeet58698/Pokemon-images/blob/main/Orbeetle.png?raw=true
483,Origin Forme,Dialga,STEEL,DRAGON,680,100,100,120,150,120,90,https://github.com/Ajeet58698/Pokemon-images/blob/main/Keldeo.png?raw=true
484,Origin Forme,Palkia,WATER,DRAGON,680,90,100,100,150,120,120,https://github.com/Ajeet58698/Pokemon-images/blob/main/Dialga.png?raw=true
487,Origin Forme,Giratina,GHOST,DRAGON,680,150,120,100,120,100,90,https://github.com/Ajeet58698/Pokemon-images/blob/main/Palkia.png?raw=true
968,Orthworm,Orthworm,STEEL,-,480,70,85,145,60,55,65,https://github.com/Ajeet58698/Pokemon-images/blob/main/Giratina.png?raw=true
501,Oshawott,Oshawott,WATER,-,308,55,55,45,63,45,45,https://github.com/Ajeet58698/Pokemon-images/blob/main/Orthworm.png?raw=true
904,Overqwil,Overqwil,DARK,POISON,510,85,115,95,65,65,85,https://github.com/Ajeet58698/Pokemon-images/blob/main/Oshawott.png?raw=true
744,Own Tempo Rockruff,Rockruff,ROCK,-,280,45,65,40,30,40,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Overqwil.png?raw=true
417,Pachirisu,Pachirisu,ELECTRIC,-,405,60,45,70,45,90,95,https://github.com/Ajeet58698/Pokemon-images/blob/main/Rockruff.png?raw=true
194,Paldean Wooper,Wooper,POISON,GROUND,210,55,45,45,25,25,15,https://github.com/Ajeet58698/Pokemon-images/blob/main/Pachirisu.png?raw=true
484,Palkia,Palkia,WATER,DRAGON,680,90,120,100,150,120,100,https://github.com/Ajeet58698/Pokemon-images/blob/main/Wooper.png?raw=true
770,Palossand,Palossand,GHOST,GROUND,480,85,75,110,100,75,35,https://github.com/Ajeet58698/Pokemon-images/blob/main/Palkia.png?raw=true
536,Palpitoad,Palpitoad,WATER,GROUND,384,75,65,55,65,55,69,https://github.com/Ajeet58698/Pokemon-images/blob/main/Palossand.png?raw=true
674,Pancham,Pancham,FIGHTING,-,348,67,82,62,46,48,43,https://github.com/Ajeet58698/Pokemon-images/blob/main/Palpitoad.png?raw=true
675,Pangoro,Pangoro,FIGHTING,DARK,495,95,124,78,69,71,58,https://github.com/Ajeet58698/Pokemon-images/blob/main/Pancham.png?raw=true
515,Panpour,Panpour,WATER,-,316,50,53,48,53,48,64,https://github.com/Ajeet58698/Pokemon-images/blob/main/Pangoro.png?raw=true
511,Pansage,Pansage,GRASS,-,316,50,53,48,53,48,64,https://github.com/Ajeet58698/Pokemon-images/blob/main/Panpour.png?raw=true
513,Pansear,Pansear,FIRE,-,316,50,53,48,53,48,64,https://github.com/Ajeet58698/Pokemon-images/blob/main/Pansage.png?raw=true
46,Paras,Paras,BUG,GRASS,285,35,70,55,45,55,25,https://github.com/Ajeet58698/Pokemon-images/blob/main/Pansear.png?raw=true
47,Parasect,Parasect,BUG,GRASS,405,60,95,80,60,80,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Paras.png?raw=true
133,Partner Eevee,Eevee,NORMAL,-,435,65,75,70,65,85,75,https://github.com/Ajeet58698/Pokemon-images/blob/main/Parasect.png?raw=true
25,Partner Pikachu,Pikachu,ELECTRIC,-,430,45,80,50,75,60,120,https://github.com/Ajeet58698/Pokemon-images/blob/main/Eevee.png?raw=true
766,Passimian,Passimian,FIGHTING,-,490,100,120,90,40,60,80,https://github.com/Ajeet58698/Pokemon-images/blob/main/Pikachu.png?raw=true
504,Patrat,Patrat,NORMAL,-,255,45,55,39,35,39,42,https://github.com/Ajeet58698/Pokemon-images/blob/main/Passimian.png?raw=true
741,Pa'u Style,Oricorio,PSYCHIC,FLYING,476,75,70,70,98,70,93,https://github.com/Ajeet58698/Pokemon-images/blob/main/Patrat.png?raw=true
921,Pawmi,Pawmi,ELECTRIC,-,240,45,50,20,40,25,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Oricorio.png?raw=true
922,Pawmo,Pawmo,ELECTRIC,FIGHTING,350,60,75,40,50,40,85,https://github.com/Ajeet58698/Pokemon-images/blob/main/Pawmi.png?raw=true
923,Pawmot,Pawmot,ELECTRIC,FIGHTING,490,70,115,70,70,60,105,https://github.com/Ajeet58698/Pokemon-images/blob/main/Pawmo.png?raw=true
624,Pawniard,Pawniard,DARK,STEEL,340,45,85,70,40,40,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Pawmot.png?raw=true
279,Pelipper,Pelipper,WATER,FLYING,440,60,50,100,95,70,65,https://github.com/Ajeet58698/Pokemon-images/blob/main/Pawniard.png?raw=true
863,Perrserker,Perrserker,STEEL,-,440,70,110,100,50,60,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Pelipper.png?raw=true
53,Persian,Persian,NORMAL,-,440,65,70,60,65,65,115,https://github.com/Ajeet58698/Pokemon-images/blob/main/Perrserker.png?raw=true
548,Petilil,Petilil,GRASS,-,280,45,35,50,70,50,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Persian.png?raw=true
231,Phanpy,Phanpy,GROUND,-,330,90,60,60,40,40,40,https://github.com/Ajeet58698/Pokemon-images/blob/main/Petilil.png?raw=true
708,Phantump,Phantump,GHOST,GRASS,309,43,70,48,50,60,38,https://github.com/Ajeet58698/Pokemon-images/blob/main/Phanpy.png?raw=true
795,Pheromosa,Pheromosa,BUG,FIGHTING,570,71,137,37,137,37,151,https://github.com/Ajeet58698/Pokemon-images/blob/main/Phantump.png?raw=true
489,Phione,Phione,WATER,-,480,80,80,80,80,80,80,https://github.com/Ajeet58698/Pokemon-images/blob/main/Pheromosa.png?raw=true
172,Pichu,Pichu,ELECTRIC,-,205,20,40,15,35,35,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Phione.png?raw=true
18,Pidgeot,Pidgeot,NORMAL,FLYING,479,83,80,75,70,70,101,https://github.com/Ajeet58698/Pokemon-images/blob/main/Pichu.png?raw=true
17,Pidgeotto,Pidgeotto,NORMAL,FLYING,349,63,60,55,50,50,71,https://github.com/Ajeet58698/Pokemon-images/blob/main/Pidgeot.png?raw=true
16,Pidgey,Pidgey,NORMAL,FLYING,251,40,45,40,35,35,56,https://github.com/Ajeet58698/Pokemon-images/blob/main/Pidgeotto.png?raw=true
519,Pidove,Pidove,NORMAL,FLYING,264,50,55,50,36,30,43,https://github.com/Ajeet58698/Pokemon-images/blob/main/Pidgey.png?raw=true
499,Pignite,Pignite,FIRE,FIGHTING,418,90,93,55,70,55,55,https://github.com/Ajeet58698/Pokemon-images/blob/main/Pidove.png?raw=true
25,Pikachu,Pikachu,ELECTRIC,-,320,35,55,40,50,50,90,https://github.com/Ajeet58698/Pokemon-images/blob/main/Pignite.png?raw=true
731,Pikipek,Pikipek,NORMAL,FLYING,265,35,75,30,30,30,65,https://github.com/Ajeet58698/Pokemon-images/blob/main/Pikachu.png?raw=true
221,Piloswine,Piloswine,ICE,GROUND,450,100,100,80,60,60,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Pikipek.png?raw=true
871,Pincurchin,Pincurchin,ELECTRIC,-,435,48,101,95,91,85,15,https://github.com/Ajeet58698/Pokemon-images/blob/main/Piloswine.png?raw=true
204,Pineco,Pineco,BUG,-,290,50,65,90,35,35,15,https://github.com/Ajeet58698/Pokemon-images/blob/main/Pincurchin.png?raw=true
127,Pinsir,Pinsir,BUG,-,500,65,125,100,55,70,85,https://github.com/Ajeet58698/Pokemon-images/blob/main/Pineco.png?raw=true
393,Piplup,Piplup,WATER,-,314,53,51,53,61,56,40,https://github.com/Ajeet58698/Pokemon-images/blob/main/Pinsir.png?raw=true
648,Pirouette Forme,Meloetta,NORMAL,FIGHTING,600,100,128,90,77,77,128,https://github.com/Ajeet58698/Pokemon-images/blob/main/Piplup.png?raw=true
412,Plant Cloak,Burmy,BUG,-,224,40,29,45,29,45,36,https://github.com/Ajeet58698/Pokemon-images/blob/main/Meloetta.png?raw=true
413,Plant Cloak,Wormadam,BUG,GRASS,424,60,59,85,79,105,36,https://github.com/Ajeet58698/Pokemon-images/blob/main/Burmy.png?raw=true
311,Plusle,Plusle,ELECTRIC,-,405,60,50,40,85,75,95,https://github.com/Ajeet58698/Pokemon-images/blob/main/Wormadam.png?raw=true
803,Poipole,Poipole,POISON,-,420,67,73,67,73,67,73,https://github.com/Ajeet58698/Pokemon-images/blob/main/Plusle.png?raw=true
186,Politoed,Politoed,WATER,-,500,90,75,75,90,100,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Poipole.png?raw=true
60,Poliwag,Poliwag,WATER,-,300,40,50,40,40,40,90,https://github.com/Ajeet58698/Pokemon-images/blob/main/Politoed.png?raw=true
61,Poliwhirl,Poliwhirl,WATER,-,385,65,65,65,50,50,90,https://github.com/Ajeet58698/Pokemon-images/blob/main/Poliwag.png?raw=true
62,Poliwrath,Poliwrath,WATER,FIGHTING,510,90,95,95,70,90,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Poliwhirl.png?raw=true
855,Polteageist,Polteageist,GHOST,-,508,60,65,65,134,114,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Poliwrath.png?raw=true
741,Pom-Pom Style,Oricorio,ELECTRIC,FLYING,476,75,70,70,98,70,93,https://github.com/Ajeet58698/Pokemon-images/blob/main/Polteageist.png?raw=true
77,Ponyta,Ponyta,FIRE,-,410,50,85,55,65,65,90,https://github.com/Ajeet58698/Pokemon-images/blob/main/Oricorio.png?raw=true
261,Poochyena,Poochyena,DARK,-,220,35,55,35,30,30,35,https://github.com/Ajeet58698/Pokemon-images/blob/main/Ponyta.png?raw=true
728,Popplio,Popplio,WATER,-,320,50,54,54,66,56,40,https://github.com/Ajeet58698/Pokemon-images/blob/main/Poochyena.png?raw=true
137,Porygon,Porygon,NORMAL,-,395,65,60,70,85,75,40,https://github.com/Ajeet58698/Pokemon-images/blob/main/Popplio.png?raw=true
233,Porygon2,Porygon2,NORMAL,-,515,85,80,90,105,95,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Porygon.png?raw=true
474,Porygon-Z,Porygon-Z,NORMAL,-,535,85,80,70,135,75,90,https://github.com/Ajeet58698/Pokemon-images/blob/main/Porygon2.png?raw=true
383,Primal Groudon,Groudon,GROUND,FIRE,770,100,180,160,150,90,90,https://github.com/Ajeet58698/Pokemon-images/blob/main/Porygon-Z.png?raw=true
382,Primal Kyogre,Kyogre,WATER,-,770,100,150,90,180,160,90,https://github.com/Ajeet58698/Pokemon-images/blob/main/Groudon.png?raw=true
730,Primarina,Primarina,WATER,FAIRY,530,80,74,74,126,116,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Kyogre.png?raw=true
57,Primeape,Primeape,FIGHTING,-,455,65,105,60,60,70,95,https://github.com/Ajeet58698/Pokemon-images/blob/main/Primarina.png?raw=true
394,Prinplup,Prinplup,WATER,-,405,64,66,68,81,76,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Primeape.png?raw=true
476,Probopass,Probopass,ROCK,STEEL,525,60,55,145,75,150,40,https://github.com/Ajeet58698/Pokemon-images/blob/main/Prinplup.png?raw=true
54,Psyduck,Psyduck,WATER,-,320,50,52,48,65,50,55,https://github.com/Ajeet58698/Pokemon-images/blob/main/Probopass.png?raw=true
247,Pupitar,Pupitar,ROCK,GROUND,410,70,84,70,65,70,51,https://github.com/Ajeet58698/Pokemon-images/blob/main/Psyduck.png?raw=true
509,Purrloin,Purrloin,DARK,-,281,41,50,37,50,37,66,https://github.com/Ajeet58698/Pokemon-images/blob/main/Pupitar.png?raw=true
432,Purugly,Purugly,NORMAL,-,452,71,82,64,64,59,112,https://github.com/Ajeet58698/Pokemon-images/blob/main/Purrloin.png?raw=true
668,Pyroar,Pyroar,FIRE,NORMAL,507,86,68,72,109,66,106,https://github.com/Ajeet58698/Pokemon-images/blob/main/Purugly.png?raw=true
771,Pyukumuku,Pyukumuku,WATER,-,410,55,60,130,30,130,5,https://github.com/Ajeet58698/Pokemon-images/blob/main/Pyroar.png?raw=true
195,Quagsire,Quagsire,WATER,GROUND,430,95,85,85,65,65,35,https://github.com/Ajeet58698/Pokemon-images/blob/main/Pyukumuku.png?raw=true
914,Quaquaval,Quaquaval,WATER,FIGHTING,530,85,120,80,85,75,85,https://github.com/Ajeet58698/Pokemon-images/blob/main/Quagsire.png?raw=true
912,Quaxly,Quaxly,WATER,-,310,55,65,45,50,45,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Quaquaval.png?raw=true
913,Quaxwell,Quaxwell,WATER,-,410,70,85,65,65,60,65,https://github.com/Ajeet58698/Pokemon-images/blob/main/Quaxly.png?raw=true
156,Quilava,Quilava,FIRE,-,405,58,64,58,80,65,80,https://github.com/Ajeet58698/Pokemon-images/blob/main/Quaxwell.png?raw=true
651,Quilladin,Quilladin,GRASS,-,405,61,78,95,56,58,57,https://github.com/Ajeet58698/Pokemon-images/blob/main/Quilava.png?raw=true
211,Qwilfish,Qwilfish,WATER,POISON,440,65,95,85,55,55,85,https://github.com/Ajeet58698/Pokemon-images/blob/main/Quilladin.png?raw=true
814,Raboot,Raboot,FIRE,-,420,65,86,60,55,60,94,https://github.com/Ajeet58698/Pokemon-images/blob/main/Qwilfish.png?raw=true
954,Rabsca,Rabsca,BUG,PSYCHIC,470,75,50,85,115,100,45,https://github.com/Ajeet58698/Pokemon-images/blob/main/Raboot.png?raw=true
26,Raichu,Raichu,ELECTRIC,-,485,60,90,55,90,80,110,https://github.com/Ajeet58698/Pokemon-images/blob/main/Rabsca.png?raw=true
243,Raikou,Raikou,ELECTRIC,-,580,90,85,75,115,100,115,https://github.com/Ajeet58698/Pokemon-images/blob/main/Raichu.png?raw=true
351,Rainy Form,Castform,WATER,-,420,70,70,70,70,70,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Raikou.png?raw=true
280,Ralts,Ralts,PSYCHIC,FAIRY,198,28,25,25,45,35,40,https://github.com/Ajeet58698/Pokemon-images/blob/main/Castform.png?raw=true
409,Rampardos,Rampardos,ROCK,-,495,97,165,60,65,50,58,https://github.com/Ajeet58698/Pokemon-images/blob/main/Ralts.png?raw=true
892,Rapid Strike Style,Urshifu,FIGHTING,WATER,550,100,130,100,63,60,97,https://github.com/Ajeet58698/Pokemon-images/blob/main/Rampardos.png?raw=true
78,Rapidash,Rapidash,FIRE,-,500,65,100,70,80,80,105,https://github.com/Ajeet58698/Pokemon-images/blob/main/Urshifu.png?raw=true
20,Raticate,Raticate,NORMAL,-,413,55,81,60,50,70,97,https://github.com/Ajeet58698/Pokemon-images/blob/main/Rapidash.png?raw=true
19,Rattata,Rattata,NORMAL,-,253,30,56,35,25,35,72,https://github.com/Ajeet58698/Pokemon-images/blob/main/Raticate.png?raw=true
384,Rayquaza,Rayquaza,DRAGON,FLYING,680,105,150,90,150,90,95,https://github.com/Ajeet58698/Pokemon-images/blob/main/Rattata.png?raw=true
550,Red-Striped Form,Basculin,WATER,-,460,70,92,65,80,55,98,https://github.com/Ajeet58698/Pokemon-images/blob/main/Rayquaza.png?raw=true
378,Regice,Regice,ICE,-,580,80,50,100,100,200,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Basculin.png?raw=true
895,Regidrago,Regidrago,DRAGON,-,580,200,100,50,100,50,80,https://github.com/Ajeet58698/Pokemon-images/blob/main/Regice.png?raw=true
894,Regieleki,Regieleki,ELECTRIC,-,580,80,100,50,100,50,200,https://github.com/Ajeet58698/Pokemon-images/blob/main/Regidrago.png?raw=true
486,Regigigas,Regigigas,NORMAL,-,670,110,160,110,80,110,100,https://github.com/Ajeet58698/Pokemon-images/blob/main/Regieleki.png?raw=true
377,Regirock,Regirock,ROCK,-,580,80,100,200,50,100,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Regigigas.png?raw=true
379,Registeel,Registeel,STEEL,-,580,80,75,150,75,150,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Regirock.png?raw=true
369,Relicanth,Relicanth,WATER,ROCK,485,100,90,130,45,65,55,https://github.com/Ajeet58698/Pokemon-images/blob/main/Registeel.png?raw=true
953,Rellor,Rellor,BUG,-,270,41,50,60,31,58,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Relicanth.png?raw=true
223,Remoraid,Remoraid,WATER,-,300,35,65,35,65,35,65,https://github.com/Ajeet58698/Pokemon-images/blob/main/Rellor.png?raw=true
643,Reshiram,Reshiram,DRAGON,FIRE,680,100,120,100,150,120,90,https://github.com/Ajeet58698/Pokemon-images/blob/main/Remoraid.png?raw=true
647,Resolute Form,Keldeo,WATER,FIGHTING,580,91,72,90,129,90,108,https://github.com/Ajeet58698/Pokemon-images/blob/main/Reshiram.png?raw=true
579,Reuniclus,Reuniclus,PSYCHIC,-,490,110,65,75,125,85,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Keldeo.png?raw=true
966,Revavroom,Revavroom,STEEL,POISON,500,80,119,90,54,67,90,https://github.com/Ajeet58698/Pokemon-images/blob/main/Reuniclus.png?raw=true
112,Rhydon,Rhydon,GROUND,ROCK,485,105,130,120,45,45,40,https://github.com/Ajeet58698/Pokemon-images/blob/main/Revavroom.png?raw=true
111,Rhyhorn,Rhyhorn,GROUND,ROCK,345,80,85,95,30,30,25,https://github.com/Ajeet58698/Pokemon-images/blob/main/Rhydon.png?raw=true
464,Rhyperior,Rhyperior,GROUND,ROCK,535,115,140,130,55,55,40,https://github.com/Ajeet58698/Pokemon-images/blob/main/Rhyhorn.png?raw=true
743,Ribombee,Ribombee,BUG,FAIRY,464,60,55,60,95,70,124,https://github.com/Ajeet58698/Pokemon-images/blob/main/Rhyperior.png?raw=true
812,Rillaboom,Rillaboom,GRASS,-,530,100,125,90,60,70,85,https://github.com/Ajeet58698/Pokemon-images/blob/main/Ribombee.png?raw=true
447,Riolu,Riolu,FIGHTING,-,285,40,70,40,35,40,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Rillaboom.png?raw=true
999,Roaming Form,Gimmighoul,GHOST,-,300,45,30,25,75,45,80,https://github.com/Ajeet58698/Pokemon-images/blob/main/Riolu.png?raw=true
1005,Roaring Moon,Roaring Moon,DRAGON,DARK,590,105,139,71,55,101,119,https://github.com/Ajeet58698/Pokemon-images/blob/main/Gimmighoul.png?raw=true
744,Rockruff,Rockruff,ROCK,-,280,45,65,40,30,40,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Roaring Moon.png?raw=true
524,Roggenrola,Roggenrola,ROCK,-,280,55,75,85,25,25,15,https://github.com/Ajeet58698/Pokemon-images/blob/main/Rockruff.png?raw=true
837,Rolycoly,Rolycoly,ROCK,-,240,30,40,50,40,50,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Roggenrola.png?raw=true
821,Rookidee,Rookidee,FLYING,-,245,38,47,35,33,35,57,https://github.com/Ajeet58698/Pokemon-images/blob/main/Rolycoly.png?raw=true
315,Roselia,Roselia,GRASS,POISON,400,50,60,45,100,80,65,https://github.com/Ajeet58698/Pokemon-images/blob/main/Rookidee.png?raw=true
407,Roserade,Roserade,GRASS,POISON,515,60,70,65,125,105,90,https://github.com/Ajeet58698/Pokemon-images/blob/main/Roselia.png?raw=true
479,Rotom,Rotom,ELECTRIC,GHOST,440,50,50,77,95,77,91,https://github.com/Ajeet58698/Pokemon-images/blob/main/Roserade.png?raw=true
722,Rowlet,Rowlet,GRASS,FLYING,320,68,55,55,50,50,42,https://github.com/Ajeet58698/Pokemon-images/blob/main/Rotom.png?raw=true
627,Rufflet,Rufflet,NORMAL,FLYING,350,70,83,50,37,50,60,https://github.com/Ajeet58698/Pokemon-images/blob/main/Rowlet.png?raw=true
867,Runerigus,Runerigus,GROUND,GHOST,483,58,95,145,50,105,30,https://github.com/Ajeet58698/Pokemon-images/blob/main/Rufflet.png?raw=true
302,Sableye,Sableye,DARK,GHOST,380,50,75,75,65,65,50,https://github.com/Ajeet58698/Pokemon-images/blob/main/Runerigus.png?raw=true
373,Salamence,Salamence,DRAGON,FLYING,600,95,135,80,110,80,100,https://github.com/Ajeet58698/Pokemon-images/blob/main/Sableye.png?raw=true
757,Salandit,Salandit,POISON,FIRE,320,48,44,40,71,40,77,https://github.com/Ajeet58698/Pokemon-images/blob/main/Salamence.png?raw=true
758,Salazzle,Salazzle,POISON,FIRE,480,68,64,60,111,60,117,https://github.com/Ajeet58698/Pokemon-images/blob/main/Salandit.png?raw=true
503,Samurott,Samurott,WATER,-,528,95,100,85,108,70,70,https://github.com/Ajeet58698/Pokemon-images/blob/main/Salazzle.png?raw=true
844,Sandaconda,Sandaconda,GROUND,-,510,72,107,125,65,70,71,https://github.com/Ajeet58698/Pokemon-images/blob/main/Samurott.png?raw=true
551,Sandile,Sandile,GROUND,DARK,292,50,72,35,35,35,65,https://github.com/Ajeet58698/Pokemon-images/blob/main/Sandaconda.png?raw=true
27,Sandshrew,Sandshrew,GROUND,-,300,50,75,85,20,30,40,https://github.com/Ajeet58698/Pokemon-images/blob/main/Sandile.png?raw=true
28,Sandslash,Sandslash,GROUND,-,450,75,100,110,45,55,65,https://github.com/Ajeet58698/Pokemon-images/blob/main/Sandshrew.png?raw=true
412,Sandy Cloak,Burmy,BUG,-,224,40,29,45,29,45,36,https://github.com/Ajeet58698/Pokemon-images/blob/main/Sandslash.png?raw=true
413,Sandy Cloak,Wormadam,BUG,GROUND,424,60,79,105,59,85,36,https://github.com/Ajeet58698/Pokemon-images/blob/main/Burmy.png?raw=true
